   19  2.1022E+01  1.565E+00 1.198E+00 2.763E+00 1.075E+01 2.510E-01  9.994E-01 2.636E-01 7.654E-01 6.456E-01 7.373E-01
   18  2.2925E+01  1.574E+00 1.319E+00 2.893E+00 1.142E+01 2.671E-01  9.995E-01 2.731E-01 8.384E-01 6.729E-01 8.466E-01
   17  2.5000E+01  1.583E+00 1.453E+00 3.035E+00 1.212E+01 2.838E-01  9.996E-01 2.829E-01 9.182E-01 7.001E-01 9.700E-01
   16  2.7263E+01  1.591E+00 1.600E+00 3.191E+00 1.285E+01 3.009E-01  9.997E-01 2.928E-01 1.005E+00 7.270E-01 1.109E+00
   15  2.9730E+01  1.599E+00 1.760E+00 3.360E+00 1.360E+01 3.185E-01  9.997E-01 3.029E-01 1.101E+00 7.536E-01 1.265E+00
   14  3.2421E+01  1.608E+00 1.937E+00 3.545E+00 1.438E+01 3.365E-01  9.998E-01 3.131E-01 1.205E+00 7.796E-01 1.441E+00
   13  3.5355E+01  1.616E+00 2.131E+00 3.746E+00 1.519E+01 3.549E-01  9.998E-01 3.235E-01 1.319E+00 8.052E-01 1.637E+00
   12  3.8555E+01  1.624E+00 2.343E+00 3.966E+00 1.602E+01 3.735E-01  9.998E-01 3.341E-01 1.443E+00 8.300E-01 1.856E+00
   11  4.2045E+01  1.631E+00 2.576E+00 4.207E+00 1.687E+01 3.925E-01  9.999E-01 3.448E-01 1.579E+00 8.541E-01 2.100E+00
   10  4.5850E+01  1.639E+00 2.831E+00 4.470E+00 1.775E+01 4.116E-01  9.999E-01 3.555E-01 1.727E+00 8.773E-01 2.371E+00
    9  5.0000E+01  1.647E+00 3.111E+00 4.758E+00 1.865E+01 4.309E-01  9.999E-01 3.664E-01 1.889E+00 8.996E-01 2.672E+00
    8  5.4525E+01  1.654E+00 3.418E+00 5.073E+00 1.957E+01 4.502E-01  9.999E-01 3.774E-01 2.066E+00 9.210E-01 3.005E+00
    7  5.9460E+01  1.662E+00 3.755E+00 5.416E+00 2.051E+01 4.696E-01  9.999E-01 3.885E-01 2.259E+00 9.413E-01 3.374E+00
    6  6.4842E+01  1.669E+00 4.123E+00 5.792E+00 2.147E+01 4.890E-01  9.999E-01 3.996E-01 2.470E+00 9.606E-01 3.782E+00
    5  7.0711E+01  1.676E+00 4.526E+00 6.203E+00 2.245E+01 5.082E-01  9.999E-01 4.108E-01 2.700E+00 9.789E-01 4.231E+00
    4  7.7111E+01  1.684E+00 4.968E+00 6.652E+00 2.344E+01 5.273E-01  1.000E+00 4.221E-01 2.951E+00 9.961E-01 4.726E+00
    3  8.4090E+01  1.691E+00 5.452E+00 7.143E+00 2.446E+01 5.462E-01  1.000E+00 4.335E-01 3.224E+00 1.012E+00 5.271E+00
    2  9.1700E+01  1.698E+00 5.981E+00 7.679E+00 2.548E+01 5.649E-01  1.000E+00 4.449E-01 3.522E+00 1.027E+00 5.870E+00
    1  1.0000E+02  1.705E+00 6.560E+00 8.265E+00 2.653E+01 5.833E-01  1.000E+00 4.563E-01 3.847E+00 1.042E+00 6.527E+00
